row_names,theta,se,Title,id,Samling,Nr,Titel,Dato,speaker_id,Date,Year,Parti,Period,n_words,month_year_id,Month,coalition
Annette Lind,0.7668832481104672,0.27026644938616995,Annette Lind,20191_M30_referat,20191,30,"Referat af møde 30 den 3. december, 2019 kl. 13.00",03-12-2019,10878,2019-12-03T16:50:00Z,2019,Socialdemokratiet,2019-,96,2019-12,2019-12-01T00:00:00Z,Yes
Anni Matthiesen,0,0.21821789023599236,Anni Matthiesen,20191_M31_referat,20191,31,"Referat af møde 31 den 4. december, 2019 kl. 10.00",04-12-2019,11162,2019-12-04T13:53:00Z,2019,Venstre,2019-,74,2019-12,2019-12-01T00:00:00Z,No
Birgitte Vind,-0.34572814709607413,0.23515528852080703,Birgitte Vind,20191_M36_referat,20191,36,"Referat af møde 36 den 12. december, 2019 kl. 10.00",12-12-2019,14444,2019-12-12T20:09:00Z,2019,Socialdemokratiet,2019-,183,2019-12,2019-12-01T00:00:00Z,Yes
Bjarne Laustsen,0.9027159864040253,0.5438310103884577,Bjarne Laustsen,20191_M30_referat,20191,30,"Referat af møde 30 den 3. december, 2019 kl. 13.00",03-12-2019,10690,2019-12-03T13:24:00Z,2019,Socialdemokratiet,2019-,512,2019-12,2019-12-01T00:00:00Z,Yes
Bjørn Brandenborg,-0.24894231425161248,0.5058501959840046,Bjørn Brandenborg,20191_M32_referat,20191,32,"Referat af møde 32 den 5. december, 2019 kl. 10.00",05-12-2019,11848,2019-12-05T16:23:00Z,2019,Socialdemokratiet,2019-,212,2019-12,2019-12-01T00:00:00Z,Yes
Camilla Fabricius,-0.15941978228727668,0.3842602689016487,Camilla Fabricius,20191_M34_referat,20191,34,"Referat af møde 34 den 10. december, 2019 kl. 13.00",10-12-2019,12798,2019-12-10T18:41:00Z,2019,Socialdemokratiet,2019-,647,2019-12,2019-12-01T00:00:00Z,Yes
Christian Rabjerg Madsen,0.48339245905622186,0.29975296844471006,Christian Rabjerg Madsen,20191_M39_referat,20191,39,"Referat af møde 39 den 18. december, 2019 kl. 9.00",18-12-2019,15473,2019-12-18T09:00:00Z,2019,Socialdemokratiet,2019-,1454,2019-12,2019-12-01T00:00:00Z,Yes
Christoffer Aagaard Melson,-0.04341808775582262,0.23432494271855062,Christoffer Aagaard Melson,20191_M31_referat,20191,31,"Referat af møde 31 den 4. december, 2019 kl. 10.00",04-12-2019,11141,2019-12-04T13:43:00Z,2019,Venstre,2019-,82,2019-12,2019-12-01T00:00:00Z,No
Daniel Toft Jakobsen,0,0.5,Daniel Toft Jakobsen,20191_M34_referat,20191,34,"Referat af møde 34 den 10. december, 2019 kl. 13.00",10-12-2019,12591,2019-12-10T15:42:00Z,2019,Socialdemokratiet,2019-,328,2019-12,2019-12-01T00:00:00Z,Yes
Ellen Trane Nørby,-0.12533031910702974,0.590121900921231,Ellen Trane Nørby,20191_M38_referat,20191,38,"Referat af møde 38 den 17. december, 2019 kl. 12.00",17-12-2019,14993,2019-12-17T12:36:00Z,2019,Venstre,2019-,297,2019-12,2019-12-01T00:00:00Z,No
Erling Bonnesen,-0.22380265848433842,0.12891542985478788,Erling Bonnesen,20191_M30_referat,20191,30,"Referat af møde 30 den 3. december, 2019 kl. 13.00",03-12-2019,10673,2019-12-03T13:00:00Z,2019,Venstre,2019-,1872,2019-12,2019-12-01T00:00:00Z,No
Eva Kjer Hansen,0,0.5,Eva Kjer Hansen,20191_M35_referat,20191,35,"Referat af møde 35 den 11. december, 2019 kl. 10.00",11-12-2019,13350,2019-12-11T16:15:00Z,2019,Venstre,2019-,88,2019-12,2019-12-01T00:00:00Z,No
Flemming Møller Mortensen,1.4207360273193261,0.8725921220994681,Flemming Møller Mortensen,20191_M30_referat,20191,30,"Referat af møde 30 den 3. december, 2019 kl. 13.00",03-12-2019,10797,2019-12-03T15:40:00Z,2019,Socialdemokratiet,2019-,601,2019-12,2019-12-01T00:00:00Z,Yes
Hans Andersen,-0.4106226276531488,0.15687125922545717,Hans Andersen,20191_M32_referat,20191,32,"Referat af møde 32 den 5. december, 2019 kl. 10.00",05-12-2019,11477,2019-12-05T11:29:00Z,2019,Venstre,2019-,254,2019-12,2019-12-01T00:00:00Z,No
Hans Christian Schmidt,-0.049719358907565035,0.20832855090221872,Hans Christian Schmidt,20191_M35_referat,20191,35,"Referat af møde 35 den 11. december, 2019 kl. 10.00",11-12-2019,13153,2019-12-11T14:08:00Z,2019,Venstre,2019-,254,2019-12,2019-12-01T00:00:00Z,No
Heidi Bank,0,0.5345224838248488,Heidi Bank,20191_M31_referat,20191,31,"Referat af møde 31 den 4. december, 2019 kl. 10.00",04-12-2019,11280,2019-12-04T15:10:00Z,2019,Venstre,2019-,129,2019-12,2019-12-01T00:00:00Z,No
Henrik Dam Kristensen,-1.382766724099007,0.23279925050417818,Henrik Dam Kristensen,20191_M31_referat,20191,31,"Referat af møde 31 den 4. december, 2019 kl. 10.00",04-12-2019,11172,2019-12-04T14:02:00Z,2019,Socialdemokratiet,2019-,139,2019-12,2019-12-01T00:00:00Z,Yes
Henrik Møller,-0.620795923341495,0.5192530048746892,Henrik Møller,20191_M36_referat,20191,36,"Referat af møde 36 den 12. december, 2019 kl. 10.00",12-12-2019,14460,2019-12-12T20:27:00Z,2019,Socialdemokratiet,2019-,345,2019-12,2019-12-01T00:00:00Z,Yes
Inger Støjberg,0.4091916860145429,0.17631341924241173,Inger Støjberg,20191_M33_referat,20191,33,"Referat af møde 33 den 6. december, 2019 kl. 10.00",06-12-2019,12164,2019-12-06T10:19:00Z,2019,Venstre,2019-,140,2019-12,2019-12-01T00:00:00Z,No
Jakob Ellemann-Jensen,0,0.6324555320336759,Jakob Ellemann-Jensen,20191_M34_referat,20191,34,"Referat af møde 34 den 10. december, 2019 kl. 13.00",10-12-2019,12468,2019-12-10T13:32:00Z,2019,Venstre,2019-,506,2019-12,2019-12-01T00:00:00Z,No
Jane Heitmann,0.06739585884040715,0.08852688261583117,Jane Heitmann,20191_M37_referat,20191,37,"Referat af møde 37 den 13. december, 2019 kl. 10.00",13-12-2019,14588,2019-12-13T10:48:00Z,2019,Venstre,2019-,98,2019-12,2019-12-01T00:00:00Z,No
Jens Joel,0.0017690773808908267,0.3110282071186779,Jens Joel,20191_M33_referat,20191,33,"Referat af møde 33 den 6. december, 2019 kl. 10.00",06-12-2019,12352,2019-12-06T12:36:00Z,2019,Socialdemokratiet,2019-,783,2019-12,2019-12-01T00:00:00Z,Yes
Jeppe Bruus,0.2924397032180449,0.14798082859566009,Jeppe Bruus,20191_M33_referat,20191,33,"Referat af møde 33 den 6. december, 2019 kl. 10.00",06-12-2019,12179,2019-12-06T10:30:00Z,2019,Socialdemokratiet,2019-,111,2019-12,2019-12-01T00:00:00Z,Yes
Jeppe Kofod,0.7241065141959735,0.1587350842639428,Jeppe Kofod,20191_M35_referat,20191,35,"Referat af møde 35 den 11. december, 2019 kl. 10.00",11-12-2019,13035,2019-12-11T13:08:00Z,2019,Socialdemokratiet,2019-,132,2019-12,2019-12-01T00:00:00Z,Yes
Jesper Petersen,0.30190311378588924,0.5696817278898193,Jesper Petersen,20191_M39_referat,20191,39,"Referat af møde 39 den 18. december, 2019 kl. 9.00",18-12-2019,15635,2019-12-18T10:40:00Z,2019,Socialdemokratiet,2019-,208,2019-12,2019-12-01T00:00:00Z,Yes
Karen Ellemann,-1.0202095810457705,0.18532194159709695,Karen Ellemann,20191_M32_referat,20191,32,"Referat af møde 32 den 5. december, 2019 kl. 10.00",05-12-2019,11596,2019-12-05T13:09:00Z,2019,Venstre,2019-,2078,2019-12,2019-12-01T00:00:00Z,No
Karsten Lauritzen,1.7951367021812827,0.6582624433286618,Karsten Lauritzen,20191_M30_referat,20191,30,"Referat af møde 30 den 3. december, 2019 kl. 13.00",03-12-2019,10806,2019-12-03T15:48:00Z,2019,Venstre,2019-,885,2019-12,2019-12-01T00:00:00Z,No
Kasper Roug,-0.1230142571017787,0.6330059769095543,Kasper Roug,20191_M32_referat,20191,32,"Referat af møde 32 den 5. december, 2019 kl. 10.00",05-12-2019,11445,2019-12-05T11:00:00Z,2019,Socialdemokratiet,2019-,91,2019-12,2019-12-01T00:00:00Z,Yes
Kasper Sand Kjær,0,0.5345224838248488,Kasper Sand Kjær,20191_M35_referat,20191,35,"Referat af møde 35 den 11. december, 2019 kl. 10.00",11-12-2019,12895,2019-12-11T10:37:00Z,2019,Socialdemokratiet,2019-,85,2019-12,2019-12-01T00:00:00Z,Yes
Kim Valentin,0,0.5,Kim Valentin,20191_M35_referat,20191,35,"Referat af møde 35 den 11. december, 2019 kl. 10.00",11-12-2019,13187,2019-12-11T14:30:00Z,2019,Venstre,2019-,161,2019-12,2019-12-01T00:00:00Z,No
Kristian Pihl Lorentzen,0,0.5,Kristian Pihl Lorentzen,20191_M35_referat,20191,35,"Referat af møde 35 den 11. december, 2019 kl. 10.00",11-12-2019,13135,2019-12-11T13:58:00Z,2019,Venstre,2019-,167,2019-12,2019-12-01T00:00:00Z,No
Lars Aslan Rasmussen,0.11733245523465474,0.26040936225518124,Lars Aslan Rasmussen,20191_M40_referat,20191,40,"Referat af møde 40 den 19. december, 2019 kl. 10.00",19-12-2019,16587,2019-12-19T13:22:00Z,2019,Socialdemokratiet,2019-,489,2019-12,2019-12-01T00:00:00Z,Yes
Lars Christian Lilleholt,0,0.6324555320336759,Lars Christian Lilleholt,20191_M35_referat,20191,35,"Referat af møde 35 den 11. december, 2019 kl. 10.00",11-12-2019,13379,2019-12-11T16:28:00Z,2019,Venstre,2019-,91,2019-12,2019-12-01T00:00:00Z,No
Leif Lahn Jensen,-0.11139707144458003,0.09014057635012643,Leif Lahn Jensen,20191_M32_referat,20191,32,"Referat af møde 32 den 5. december, 2019 kl. 10.00",05-12-2019,11475,2019-12-05T11:25:00Z,2019,Socialdemokratiet,2019-,660,2019-12,2019-12-01T00:00:00Z,Yes
Lennart Damsbo-Andersen,0.31094483202152917,0.3023889437377699,Lennart Damsbo-Andersen,20191_M30_referat,20191,30,"Referat af møde 30 den 3. december, 2019 kl. 13.00",03-12-2019,10761,2019-12-03T14:55:00Z,2019,Socialdemokratiet,2019-,696,2019-12,2019-12-01T00:00:00Z,Yes
Louise Schack Elholm,-0.7600330410211487,0.3131024355083154,Louise Schack Elholm,20191_M31_referat,20191,31,"Referat af møde 31 den 4. december, 2019 kl. 10.00",04-12-2019,10961,2019-12-04T10:45:00Z,2019,Venstre,2019-,113,2019-12,2019-12-01T00:00:00Z,No
Mads Fuglede,0.5926578667681898,0.38991665200193815,Mads Fuglede,20191_M31_referat,20191,31,"Referat af møde 31 den 4. december, 2019 kl. 10.00",04-12-2019,11192,2019-12-04T14:17:00Z,2019,Venstre,2019-,297,2019-12,2019-12-01T00:00:00Z,No
Marcus Knuth,0.10278857125240866,0.10172206844366016,Marcus Knuth,20191_M35_referat,20191,35,"Referat af møde 35 den 11. december, 2019 kl. 10.00",11-12-2019,13315,2019-12-11T16:00:00Z,2019,Venstre,2019-,106,2019-12,2019-12-01T00:00:00Z,No
Marie Bjerre,-0.2852793262346271,0.22284770172724078,Marie Bjerre,20191_M32_referat,20191,32,"Referat af møde 32 den 5. december, 2019 kl. 10.00",05-12-2019,11957,2019-12-05T17:16:00Z,2019,Venstre,2019-,352,2019-12,2019-12-01T00:00:00Z,No
Marlene Ambo-Rasmussen,-0.6200659796970983,0.7543410919749297,Marlene Ambo-Rasmussen,20191_M39_referat,20191,39,"Referat af møde 39 den 18. december, 2019 kl. 9.00",18-12-2019,15882,2019-12-18T13:58:00Z,2019,Venstre,2019-,118,2019-12,2019-12-01T00:00:00Z,No
Martin Geertsen,0,0.5,Martin Geertsen,20191_M35_referat,20191,35,"Referat af møde 35 den 11. december, 2019 kl. 10.00",11-12-2019,13165,2019-12-11T14:18:00Z,2019,Venstre,2019-,317,2019-12,2019-12-01T00:00:00Z,No
Mette Frederiksen,0.5789838491974334,0.12722877519224493,Mette Frederiksen,20191_M34_referat,20191,34,"Referat af møde 34 den 10. december, 2019 kl. 13.00",10-12-2019,12421,2019-12-10T13:00:00Z,2019,Socialdemokratiet,2019-,762,2019-12,2019-12-01T00:00:00Z,Yes
Michael Aastrup Jensen,0.40099228004341436,0.09967884901415723,Michael Aastrup Jensen,20191_M35_referat,20191,35,"Referat af møde 35 den 11. december, 2019 kl. 10.00",11-12-2019,13067,2019-12-11T13:23:00Z,2019,Venstre,2019-,426,2019-12,2019-12-01T00:00:00Z,No
Morten Bødskov,-0.14939771395236376,0.10524429135914115,Morten Bødskov,20191_M31_referat,20191,31,"Referat af møde 31 den 4. december, 2019 kl. 10.00",04-12-2019,10880,2019-12-04T10:00:00Z,2019,Socialdemokratiet,2019-,110,2019-12,2019-12-01T00:00:00Z,Yes
Morten Dahlin,0.49224711623689055,0.1539260652102702,Morten Dahlin,20191_M31_referat,20191,31,"Referat af møde 31 den 4. december, 2019 kl. 10.00",04-12-2019,11318,2019-12-04T15:28:00Z,2019,Venstre,2019-,79,2019-12,2019-12-01T00:00:00Z,No
Nick Hækkerup,0.2783194251675329,0.2184757920722171,Nick Hækkerup,20191_M31_referat,20191,31,"Referat af møde 31 den 4. december, 2019 kl. 10.00",04-12-2019,11074,2019-12-04T13:01:00Z,2019,Socialdemokratiet,2019-,370,2019-12,2019-12-01T00:00:00Z,Yes
Nicolai Wammen,-0.20720561816988822,0.18075337858476093,Nicolai Wammen,20191_M35_referat,20191,35,"Referat af møde 35 den 11. december, 2019 kl. 10.00",11-12-2019,13016,2019-12-11T13:01:00Z,2019,Socialdemokratiet,2019-,215,2019-12,2019-12-01T00:00:00Z,Yes
Orla Hav,-0.841932578620357,0.9063270228865367,Orla Hav,20191_M36_referat,20191,36,"Referat af møde 36 den 12. december, 2019 kl. 10.00",12-12-2019,13816,2019-12-12T11:58:00Z,2019,Socialdemokratiet,2019-,324,2019-12,2019-12-01T00:00:00Z,Yes
Peter Juel-Jensen,0,0.3651483716701107,Peter Juel-Jensen,20191_M37_referat,20191,37,"Referat af møde 37 den 13. december, 2019 kl. 10.00",13-12-2019,14533,2019-12-13T10:18:00Z,2019,Venstre,2019-,237,2019-12,2019-12-01T00:00:00Z,No
Preben Bang Henriksen,0.2533551408445951,0.2746170129725579,Preben Bang Henriksen,20191_M33_referat,20191,33,"Referat af møde 33 den 6. december, 2019 kl. 10.00",06-12-2019,12172,2019-12-06T10:27:00Z,2019,Venstre,2019-,102,2019-12,2019-12-01T00:00:00Z,No
Rasmus Prehn,0,0.6324555320336759,Rasmus Prehn,20191_M35_referat,20191,35,"Referat af møde 35 den 11. december, 2019 kl. 10.00",11-12-2019,13211,2019-12-11T14:43:00Z,2019,Socialdemokratiet,2019-,311,2019-12,2019-12-01T00:00:00Z,Yes
Rasmus Stoklund,0.13740494559102617,0.10622909214056646,Rasmus Stoklund,20191_M36_referat,20191,36,"Referat af møde 36 den 12. december, 2019 kl. 10.00",12-12-2019,13879,2019-12-12T13:01:00Z,2019,Socialdemokratiet,2019-,239,2019-12,2019-12-01T00:00:00Z,Yes
Simon Kollerup,-0.7180958971253305,0.2943527263458388,Simon Kollerup,20191_M31_referat,20191,31,"Referat af møde 31 den 4. december, 2019 kl. 10.00",04-12-2019,11250,2019-12-04T14:50:00Z,2019,Socialdemokratiet,2019-,309,2019-12,2019-12-01T00:00:00Z,Yes
Sophie Løhde,0,0.5345224838248488,Sophie Løhde,20191_M31_referat,20191,31,"Referat af møde 31 den 4. december, 2019 kl. 10.00",04-12-2019,11296,2019-12-04T15:16:00Z,2019,Venstre,2019-,238,2019-12,2019-12-01T00:00:00Z,No
Stén Knuth,0,0.5773502691896257,Stén Knuth,20191_M35_referat,20191,35,"Referat af møde 35 den 11. december, 2019 kl. 10.00",11-12-2019,12885,2019-12-11T10:21:00Z,2019,Venstre,2019-,84,2019-12,2019-12-01T00:00:00Z,No
Thomas Danielsen,1.0185356700264385,0.3932219151262587,Thomas Danielsen,20191_M30_referat,20191,30,"Referat af møde 30 den 3. december, 2019 kl. 13.00",03-12-2019,10682,2019-12-03T13:17:00Z,2019,Venstre,2019-,87,2019-12,2019-12-01T00:00:00Z,No
Thomas Jensen,-0.8469884311609623,0.8853461792422197,Thomas Jensen,20191_M39_referat,20191,39,"Referat af møde 39 den 18. december, 2019 kl. 9.00",18-12-2019,15732,2019-12-18T11:33:00Z,2019,Venstre,2019-,264,2019-12,2019-12-01T00:00:00Z,No
Tommy Ahlers,-0.2558759240193023,0.5418678366418043,Tommy Ahlers,20191_M39_referat,20191,39,"Referat af møde 39 den 18. december, 2019 kl. 9.00",18-12-2019,15933,2019-12-18T14:20:00Z,2019,Venstre,2019-,284,2019-12,2019-12-01T00:00:00Z,No
Torsten Schack Pedersen,0.17701880608726708,0.4006307970629656,Torsten Schack Pedersen,20191_M31_referat,20191,31,"Referat af møde 31 den 4. december, 2019 kl. 10.00",04-12-2019,11272,2019-12-04T14:59:00Z,2019,Venstre,2019-,346,2019-12,2019-12-01T00:00:00Z,No
Trine Bramsen,0.9406701008154763,0.2979008041993287,Trine Bramsen,20191_M38_referat,20191,38,"Referat af møde 38 den 17. december, 2019 kl. 12.00",17-12-2019,15046,2019-12-17T13:37:00Z,2019,Socialdemokratiet,2019-,599,2019-12,2019-12-01T00:00:00Z,Yes
Troels Lund Poulsen,0.6112376934718224,0.2532377600702357,Troels Lund Poulsen,20191_M31_referat,20191,31,"Referat af møde 31 den 4. december, 2019 kl. 10.00",04-12-2019,11290,2019-12-04T15:13:00Z,2019,Venstre,2019-,62,2019-12,2019-12-01T00:00:00Z,No
Troels Ravn,0.08874269739344968,0.07278966985924139,Troels Ravn,20191_M31_referat,20191,31,"Referat af møde 31 den 4. december, 2019 kl. 10.00",04-12-2019,10908,2019-12-04T10:17:00Z,2019,Socialdemokratiet,2019-,280,2019-12,2019-12-01T00:00:00Z,Yes
Ulla Tørnæs,0,0.816496580927726,Ulla Tørnæs,20191_M35_referat,20191,35,"Referat af møde 35 den 11. december, 2019 kl. 10.00",11-12-2019,13618,2019-12-11T18:31:00Z,2019,Venstre,2019-,117,2019-12,2019-12-01T00:00:00Z,No
