row_names,theta,se,Title,id,Samling,Nr,Titel,Dato,speaker_id,Date,Year,Parti,Period,n_words,Month,coalition
Henning Rasmussen,0.4268354560065306,0.6098910274175642,Henning Rasmussen,19911_M10_referat,19911,10,Referat af møde nr. 10 den 29. oktober 1991 kl. 13:00,29-10-1991,11694,1991-10-29T13:00:00Z,1991,Socialdemokratiet,1990-1994,399,1991-10-01,No
Henrik Dam Kristensen,0,0.5773502691896257,Henrik Dam Kristensen,19911_M11_referat,19911,11,Referat af møde nr. 11 den 30. oktober 1991 kl. 13:00,30-10-1991,11724,1991-10-30T13:00:00Z,1991,Socialdemokratiet,1990-1994,315,1991-10-01,No
Inge Dahl-Sørensen,0,0.816496580927726,Inge Dahl-Sørensen,19911_M8_referat,19911,8,Referat af møde nr. 8 den 23. oktober 1991 kl. 13:00,23-10-1991,11407,1991-10-23T13:00:00Z,1991,Venstre,1990-1994,311,1991-10-01,Yes
Ingrid Rasmussen,0,0.6324555320336759,Ingrid Rasmussen,19911_M9_referat,19911,9,Referat af møde nr. 9 den 24. oktober 1991 kl. 10:00,24-10-1991,11549,1991-10-24T10:00:00Z,1991,Socialdemokratiet,1990-1994,119,1991-10-01,No
Ivar Hansen,-0.7602290716943456,0.3138875327001819,Ivar Hansen,19911_M6_referat,19911,6,Referat af møde nr. 6 den 10. oktober 1991 kl. 10:00,10-10-1991,10999,1991-10-10T10:00:00Z,1991,Venstre,1990-1994,59,1991-10-01,Yes
Ivar Nørgaard,0.3291786907009087,0.18841132355821966,Ivar Nørgaard,19911_M10_referat,19911,10,Referat af møde nr. 10 den 29. oktober 1991 kl. 13:00,29-10-1991,11642,1991-10-29T13:00:00Z,1991,Socialdemokratiet,1990-1994,195,1991-10-01,No
J Risgaard Knudsen,0,0.5,Risgaard Knudsen,19911_M8_referat,19911,8,Referat af møde nr. 8 den 23. oktober 1991 kl. 13:00,23-10-1991,11372,1991-10-23T13:00:00Z,1991,Socialdemokratiet,1990-1994,266,1991-10-01,No
Jan Køpke Christensen,0,0.30151134457776363,Køpke Christensen,19911_M9_referat,19911,9,Referat af møde nr. 9 den 24. oktober 1991 kl. 10:00,24-10-1991,11529,1991-10-24T10:00:00Z,1991,Fremskridtspartiet,1990-1994,641,1991-10-01,No
Jan Petersen,0,0.6324555320336759,Jan Petersen,19911_M9_referat,19911,9,Referat af møde nr. 9 den 24. oktober 1991 kl. 10:00,24-10-1991,11575,1991-10-24T10:00:00Z,1991,Socialdemokratiet,1990-1994,620,1991-10-01,No
Jan Trøjborg,0,0.816496580927726,Trøjborg,19911_M3_referat,19911,3,Referat af møde nr. 3 den 3. oktober 1991 kl. 10:00,03-10-1991,10682,1991-10-03T10:00:00Z,1991,Socialdemokratiet,1990-1994,210,1991-10-01,No
Jens Heimburger,0,0.816496580927726,Jens Heimburger,19911_M8_referat,19911,8,Referat af møde nr. 8 den 23. oktober 1991 kl. 13:00,23-10-1991,11406,1991-10-23T13:00:00Z,1991,Socialdemokratiet,1990-1994,200,1991-10-01,No
Jens Jørgensen,0.5503737616899373,0.4835165582991839,Jens Jørgensen,19911_M6_referat,19911,6,Referat af møde nr. 6 den 10. oktober 1991 kl. 10:00,10-10-1991,10938,1991-10-10T10:00:00Z,1991,Det Konservative Folkeparti,1990-1994,139,1991-10-01,Yes
Jens Rønholt,0,0.816496580927726,Rønholt,19911_M6_referat,19911,6,Referat af møde nr. 6 den 10. oktober 1991 kl. 10:00,10-10-1991,11001,1991-10-10T10:00:00Z,1991,Det Konservative Folkeparti,1990-1994,144,1991-10-01,Yes
Jens Thoft,0,0.3651483716701107,Jens Thoft,19911_M8_referat,19911,8,Referat af møde nr. 8 den 23. oktober 1991 kl. 13:00,23-10-1991,11352,1991-10-23T13:00:00Z,1991,Socialistisk Folkeparti,1990-1994,75,1991-10-01,No
Jes Lunde,-0.1346568348917975,0.09557215884728096,Jes Lunde,19911_M3_referat,19911,3,Referat af møde nr. 3 den 3. oktober 1991 kl. 10:00,03-10-1991,10634,1991-10-03T10:00:00Z,1991,Socialistisk Folkeparti,1990-1994,98,1991-10-01,No
Jette Pors,0,0.816496580927726,Jette Pors,19911_M8_referat,19911,8,Referat af møde nr. 8 den 23. oktober 1991 kl. 13:00,23-10-1991,11359,1991-10-23T13:00:00Z,1991,Centrum-Demokraterne,1990-1994,141,1991-10-01,No
Jimmy Stahr,0,0.816496580927726,Jimmy Stahr,19911_M8_referat,19911,8,Referat af møde nr. 8 den 23. oktober 1991 kl. 13:00,23-10-1991,11360,1991-10-23T13:00:00Z,1991,Socialdemokratiet,1990-1994,145,1991-10-01,No
Jytte Andersen,0,0.408248290463863,Jytte Andersen,19911_M9_referat,19911,9,Referat af møde nr. 9 den 24. oktober 1991 kl. 10:00,24-10-1991,11464,1991-10-24T10:00:00Z,1991,Socialdemokratiet,1990-1994,1164,1991-10-01,No
Jytte Hilden,0,0.3779644730092272,Jytte Hilden,19911_M6_referat,19911,6,Referat af møde nr. 6 den 10. oktober 1991 kl. 10:00,10-10-1991,11064,1991-10-10T10:00:00Z,1991,Socialdemokratiet,1990-1994,259,1991-10-01,No
Jørgen Estrup,0,0.3651483716701107,Jørgen Estrup,19911_M12_referat,19911,12,Referat af møde nr. 12 den 31. oktober 1991 kl. 10:00,31-10-1991,11957,1991-10-31T10:00:00Z,1991,Radikale Venstre,1990-1994,142,1991-10-01,No
Jørgen Winther,0,0.7071067811865476,Jørgen Winther,19911_M9_referat,19911,9,Referat af møde nr. 9 den 24. oktober 1991 kl. 10:00,24-10-1991,11545,1991-10-24T10:00:00Z,1991,Venstre,1990-1994,309,1991-10-01,Yes
Jørn Pedersen,0,0.3535533905932738,Jørn Pedersen,19911_M6_referat,19911,6,Referat af møde nr. 6 den 10. oktober 1991 kl. 10:00,10-10-1991,11008,1991-10-10T10:00:00Z,1991,Socialdemokratiet,1990-1994,100,1991-10-01,No
Kai Dige Bach,0.04977879323135331,0.221382625810339,Kai Dige Bach,19911_M7_referat,19911,7,Referat af møde nr. 7 den 22. oktober 1991 kl. 13:00,22-10-1991,11200,1991-10-22T13:00:00Z,1991,Det Konservative Folkeparti,1990-1994,139,1991-10-01,Yes
Kaj Poulsen,0,0.5345224838248488,Kaj Poulsen,19911_M8_referat,19911,8,Referat af møde nr. 8 den 23. oktober 1991 kl. 13:00,23-10-1991,11334,1991-10-23T13:00:00Z,1991,Socialdemokratiet,1990-1994,411,1991-10-01,No
Karen Højte Jensen,-0.04670146049284833,0.40433736748809923,Karen Højte Jensen,19911_M9_referat,19911,9,Referat af møde nr. 9 den 24. oktober 1991 kl. 10:00,24-10-1991,11558,1991-10-24T10:00:00Z,1991,Det Konservative Folkeparti,1990-1994,151,1991-10-01,Yes
Karen Jespersen,-0.37205568678252837,0.4629700779218851,Karen Jespersen,19911_M7_referat,19911,7,Referat af møde nr. 7 den 22. oktober 1991 kl. 13:00,22-10-1991,11172,1991-10-22T13:00:00Z,1991,Socialdemokratiet,1990-1994,105,1991-10-01,No
Kim Behnke,0.17911557285726998,0.22270630765597665,Kim Behnke,19911_M6_referat,19911,6,Referat af møde nr. 6 den 10. oktober 1991 kl. 10:00,10-10-1991,10963,1991-10-10T10:00:00Z,1991,Fremskridtspartiet,1990-1994,2947,1991-10-01,No
Kirsten Jacobsen,0.10058680034748038,0.17487080779035127,Kirsten Jacobsen,19911_M8_referat,19911,8,Referat af møde nr. 8 den 23. oktober 1991 kl. 13:00,23-10-1991,11455,1991-10-23T13:00:00Z,1991,Fremskridtspartiet,1990-1994,64,1991-10-01,No
Kirsten Madsen,0.20162659656303353,0.4685227689607318,Kirsten Madsen,19911_M5_referat,19911,5,Referat af møde nr. 5 den 9. oktober 1991 kl. 13:00,09-10-1991,10872,1991-10-09T13:00:00Z,1991,Fremskridtspartiet,1990-1994,573,1991-10-01,No
Kjeld Rahbæk Møller,0.04442826122178345,0.13793727034271883,Rahbæk Møller,19911_M11_referat,19911,11,Referat af møde nr. 11 den 30. oktober 1991 kl. 13:00,30-10-1991,11752,1991-10-30T13:00:00Z,1991,Socialistisk Folkeparti,1990-1994,267,1991-10-01,No
Klaus Hækkerup,-0.2955467573199892,0.15571115505756314,Klaus Hækkerup,19911_M7_referat,19911,7,Referat af møde nr. 7 den 22. oktober 1991 kl. 13:00,22-10-1991,11229,1991-10-22T13:00:00Z,1991,Socialdemokratiet,1990-1994,403,1991-10-01,No
Knud Enggaard,0,0.4714045207910317,Enggaard,19911_M8_referat,19911,8,Referat af møde nr. 8 den 23. oktober 1991 kl. 13:00,23-10-1991,11339,1991-10-23T13:00:00Z,1991,Venstre,1990-1994,131,1991-10-01,Yes
Knud Glønborg,0,0.282842712474619,Glønborg,19911_M9_referat,19911,9,Referat af møde nr. 9 den 24. oktober 1991 kl. 10:00,24-10-1991,11509,1991-10-24T10:00:00Z,1991,Kristeligt Folkeparti,1990-1994,924,1991-10-01,No
Lilli Gyldenkilde,0,0.816496580927726,Lilli Gyldenkilde,19911_M8_referat,19911,8,Referat af møde nr. 8 den 23. oktober 1991 kl. 13:00,23-10-1991,11324,1991-10-23T13:00:00Z,1991,Socialistisk Folkeparti,1990-1994,126,1991-10-01,No
Lis Noer Holmberg,-0.0173157032133895,0.33767537577387335,Lis Noer Holmberg,19911_M9_referat,19911,9,Referat af møde nr. 9 den 24. oktober 1991 kl. 10:00,24-10-1991,11562,1991-10-24T10:00:00Z,1991,Centrum-Demokraterne,1990-1994,242,1991-10-01,No
Lise Hækkerup,0,0.816496580927726,Lise Hækkerup,19911_M8_referat,19911,8,Referat af møde nr. 8 den 23. oktober 1991 kl. 13:00,23-10-1991,11327,1991-10-23T13:00:00Z,1991,Socialdemokratiet,1990-1994,278,1991-10-01,No
Lissa Mathiasen,0,0.44721359549995793,Lissa Mathiasen,19911_M9_referat,19911,9,Referat af møde nr. 9 den 24. oktober 1991 kl. 10:00,24-10-1991,11603,1991-10-24T10:00:00Z,1991,Socialdemokratiet,1990-1994,774,1991-10-01,No
Lone Dybkjær,-0.14875556119855932,0.26605635794434457,Lone Dybkjær,19911_M4_referat,19911,4,Referat af møde nr. 4 den 8. oktober 1991 kl. 13:00,08-10-1991,10776,1991-10-08T13:00:00Z,1991,Radikale Venstre,1990-1994,708,1991-10-01,No
Lone Møller,-0.2403550967200668,0.32690123211530586,Lone Møller,19911_M4_referat,19911,4,Referat af møde nr. 4 den 8. oktober 1991 kl. 13:00,08-10-1991,10852,1991-10-08T13:00:00Z,1991,Socialdemokratiet,1990-1994,135,1991-10-01,No
Lotte Henriksen,0,0.7071067811865476,Lotte Henriksen,19911_M11_referat,19911,11,Referat af møde nr. 11 den 30. oktober 1991 kl. 13:00,30-10-1991,11827,1991-10-30T13:00:00Z,1991,Socialdemokratiet,1990-1994,633,1991-10-01,No
Mariann Fischer Boel,-0.07291261035308103,0.274258148627625,Mariann Fischer Boel,19911_M9_referat,19911,9,Referat af møde nr. 9 den 24. oktober 1991 kl. 10:00,24-10-1991,11526,1991-10-24T10:00:00Z,1991,Venstre,1990-1994,197,1991-10-01,Yes
Marianne Jelved,0,0.3086066999241838,Marianne Jelved,19911_M6_referat,19911,6,Referat af møde nr. 6 den 10. oktober 1991 kl. 10:00,10-10-1991,10985,1991-10-10T10:00:00Z,1991,Radikale Venstre,1990-1994,1796,1991-10-01,No
Martin Glerup,0,0.7071067811865476,Martin Glerup,19911_M9_referat,19911,9,Referat af møde nr. 9 den 24. oktober 1991 kl. 10:00,24-10-1991,11524,1991-10-24T10:00:00Z,1991,Socialdemokratiet,1990-1994,320,1991-10-01,No
Mimi Jakobsen,0,0.408248290463863,Mimi Jakobsen,19911_M4_referat,19911,4,Referat af møde nr. 4 den 8. oktober 1991 kl. 13:00,08-10-1991,10772,1991-10-08T13:00:00Z,1991,Centrum-Demokraterne,1990-1994,252,1991-10-01,No
Mogens Lykketoft,0,0.4264014327112209,Lykketoft,19911_M6_referat,19911,6,Referat af møde nr. 6 den 10. oktober 1991 kl. 10:00,10-10-1991,10940,1991-10-10T10:00:00Z,1991,Socialdemokratiet,1990-1994,2706,1991-10-01,No
Niels Ahlmann-Ohlsen,2.5477353611746096,1.6329256190951564,Ahlmann-Ohlsen,19911_M7_referat,19911,7,Referat af møde nr. 7 den 22. oktober 1991 kl. 13:00,22-10-1991,11273,1991-10-22T13:00:00Z,1991,Det Konservative Folkeparti,1990-1994,91,1991-10-01,Yes
Niels Helveg Petersen,0.22970890526544488,0.5013320330816369,Niels Helveg Petersen,19911_M10_referat,19911,10,Referat af møde nr. 10 den 29. oktober 1991 kl. 13:00,29-10-1991,11664,1991-10-29T13:00:00Z,1991,Radikale Venstre,1990-1994,1017,1991-10-01,No
Niels Højland,0,0.5345224838248488,Niels Højland,19911_M11_referat,19911,11,Referat af møde nr. 11 den 30. oktober 1991 kl. 13:00,30-10-1991,11872,1991-10-30T13:00:00Z,1991,Fremskridtspartiet,1990-1994,410,1991-10-01,No
Ole Donner,-0.03709405345335522,0.0680966392399033,Ole Donner,19911_M7_referat,19911,7,Referat af møde nr. 7 den 22. oktober 1991 kl. 13:00,22-10-1991,11176,1991-10-22T13:00:00Z,1991,Fremskridtspartiet,1990-1994,56,1991-10-01,No
Ole Espersen,0,0.7071067811865476,Ole Espersen,19911_M3_referat,19911,3,Referat af møde nr. 3 den 3. oktober 1991 kl. 10:00,03-10-1991,10605,1991-10-03T10:00:00Z,1991,Socialdemokratiet,1990-1994,100,1991-10-01,No
Ole Stavad,-0.02290580945681481,0.1905268185618592,Stavad,19911_M7_referat,19911,7,Referat af møde nr. 7 den 22. oktober 1991 kl. 13:00,22-10-1991,11267,1991-10-22T13:00:00Z,1991,Socialdemokratiet,1990-1994,95,1991-10-01,No
Ole Vagn Christensen,0,0.44721359549995793,Ole Vagn Christensen,19911_M4_referat,19911,4,Referat af møde nr. 4 den 8. oktober 1991 kl. 13:00,08-10-1991,10817,1991-10-08T13:00:00Z,1991,Socialdemokratiet,1990-1994,521,1991-10-01,No
Ole Vig Jensen,0,0.3535533905932738,Ole Vig Jensen,19911_M6_referat,19911,6,Referat af møde nr. 6 den 10. oktober 1991 kl. 10:00,10-10-1991,11079,1991-10-10T10:00:00Z,1991,Radikale Venstre,1990-1994,406,1991-10-01,No
Ove Fich,-0.1497818444780219,0.483100704069784,Ove Fich,19911_M7_referat,19911,7,Referat af møde nr. 7 den 22. oktober 1991 kl. 13:00,22-10-1991,11254,1991-10-22T13:00:00Z,1991,Socialdemokratiet,1990-1994,680,1991-10-01,No
Peder Sønderby,0,0.7071067811865476,Sønderby,19911_M11_referat,19911,11,Referat af møde nr. 11 den 30. oktober 1991 kl. 13:00,30-10-1991,11839,1991-10-30T13:00:00Z,1991,Venstre,1990-1994,375,1991-10-01,Yes
Pelle Voigt,0,0.3651483716701107,Pelle Voigt,19911_M9_referat,19911,9,Referat af møde nr. 9 den 24. oktober 1991 kl. 10:00,24-10-1991,11612,1991-10-24T10:00:00Z,1991,Socialistisk Folkeparti,1990-1994,365,1991-10-01,No
Per Tærsbøl,0,0.816496580927726,Per Tærsbøl,19911_M6_referat,19911,6,Referat af møde nr. 6 den 10. oktober 1991 kl. 10:00,10-10-1991,11009,1991-10-10T10:00:00Z,1991,Det Konservative Folkeparti,1990-1994,81,1991-10-01,Yes
Pernille Forchhammer,0,0.7071067811865476,Pernille Forchhammer,19911_M4_referat,19911,4,Referat af møde nr. 4 den 8. oktober 1991 kl. 13:00,08-10-1991,10847,1991-10-08T13:00:00Z,1991,Socialdemokratiet,1990-1994,191,1991-10-01,No
Pernille Frahm,0,0.4714045207910317,Pernille Frahm,19911_M6_referat,19911,6,Referat af møde nr. 6 den 10. oktober 1991 kl. 10:00,10-10-1991,11020,1991-10-10T10:00:00Z,1991,Socialistisk Folkeparti,1990-1994,299,1991-10-01,No
Pernille Sams,0,0.44721359549995793,Pernille Sams,19911_M12_referat,19911,12,Referat af møde nr. 12 den 31. oktober 1991 kl. 10:00,31-10-1991,11977,1991-10-31T10:00:00Z,1991,Det Konservative Folkeparti,1990-1994,121,1991-10-01,Yes
Peter Brixtofte,0,0.4714045207910317,Peter Brixtofte,19911_M3_referat,19911,3,Referat af møde nr. 3 den 3. oktober 1991 kl. 10:00,03-10-1991,10650,1991-10-03T10:00:00Z,1991,Venstre,1990-1994,410,1991-10-01,Yes
Peter Duetoft,0.334578672889401,0.43988289802698866,Duetoft,19911_M10_referat,19911,10,Referat af møde nr. 10 den 29. oktober 1991 kl. 13:00,29-10-1991,11662,1991-10-29T13:00:00Z,1991,Centrum-Demokraterne,1990-1994,232,1991-10-01,No
Pia Christmas-Møller,0,0.2672612419124244,Pia Christmas-Møller,19911_M6_referat,19911,6,Referat af møde nr. 6 den 10. oktober 1991 kl. 10:00,10-10-1991,11118,1991-10-10T10:00:00Z,1991,Det Konservative Folkeparti,1990-1994,274,1991-10-01,Yes
Pia Gjellerup,0.024949240722917924,0.33431425942176923,Pia Gjellerup,19911_M7_referat,19911,7,Referat af møde nr. 7 den 22. oktober 1991 kl. 13:00,22-10-1991,11145,1991-10-22T13:00:00Z,1991,Socialdemokratiet,1990-1994,239,1991-10-01,No
Pia Kjærsgaard,0.837371001281053,0.277754541821813,Pia Kjærsgaard,19911_M3_referat,19911,3,Referat af møde nr. 3 den 3. oktober 1991 kl. 10:00,03-10-1991,10658,1991-10-03T10:00:00Z,1991,Fremskridtspartiet,1990-1994,257,1991-10-01,No
Pia Larsen,-0.07492311790509272,0.2537438354556004,Pia Larsen,19911_M5_referat,19911,5,Referat af møde nr. 5 den 9. oktober 1991 kl. 13:00,09-10-1991,10888,1991-10-09T13:00:00Z,1991,Venstre,1990-1994,77,1991-10-01,Yes
Poul Andersen,-0.4285087541972791,0.524153469892672,Poul Andersen,19911_M5_referat,19911,5,Referat af møde nr. 5 den 9. oktober 1991 kl. 13:00,09-10-1991,10919,1991-10-09T13:00:00Z,1991,Socialdemokratiet,1990-1994,225,1991-10-01,No
Poul Erik Dyrlund,0,0.6324555320336759,Poul Erik Dyrlund,19911_M9_referat,19911,9,Referat af møde nr. 9 den 24. oktober 1991 kl. 10:00,24-10-1991,11518,1991-10-24T10:00:00Z,1991,Socialdemokratiet,1990-1994,1012,1991-10-01,No
Poul Nyrup Rasmussen,0,0.28867513459481287,Nyrup Rasmussen,19911_M4_referat,19911,4,Referat af møde nr. 4 den 8. oktober 1991 kl. 13:00,08-10-1991,10732,1991-10-08T13:00:00Z,1991,Socialdemokratiet,1990-1994,966,1991-10-01,No
Poul Nødgaard,0,0.3535533905932738,Poul Nødgaard,19911_M9_referat,19911,9,Referat af møde nr. 9 den 24. oktober 1991 kl. 10:00,24-10-1991,11500,1991-10-24T10:00:00Z,1991,Fremskridtspartiet,1990-1994,176,1991-10-01,No
Poul Qvist Jørgensen,0,0.6324555320336759,Qvist Jørgensen,19911_M12_referat,19911,12,Referat af møde nr. 12 den 31. oktober 1991 kl. 10:00,31-10-1991,11935,1991-10-31T10:00:00Z,1991,Socialdemokratiet,1990-1994,517,1991-10-01,No
Poul Schlüter,0,0.5773502691896257,Poul Schlüter,19911_M3_referat,19911,3,Referat af møde nr. 3 den 3. oktober 1991 kl. 10:00,03-10-1991,10694,1991-10-03T10:00:00Z,1991,Det Konservative Folkeparti,1990-1994,284,1991-10-01,Yes
Sonja Albrink,0,0.6324555320336759,Sonja Albrink,19911_M11_referat,19911,11,Referat af møde nr. 11 den 30. oktober 1991 kl. 13:00,30-10-1991,11822,1991-10-30T13:00:00Z,1991,Centrum-Demokraterne,1990-1994,149,1991-10-01,No
Sonja Mikkelsen,-0.18612129679611164,0.2620414896705124,Sonja Mikkelsen,19911_M5_referat,19911,5,Referat af møde nr. 5 den 9. oktober 1991 kl. 13:00,09-10-1991,10894,1991-10-09T13:00:00Z,1991,Socialdemokratiet,1990-1994,151,1991-10-01,No
Steen Gade,0.24030297354388672,0.13155469029475747,Gade,19911_M10_referat,19911,10,Referat af møde nr. 10 den 29. oktober 1991 kl. 13:00,29-10-1991,11668,1991-10-29T13:00:00Z,1991,Socialistisk Folkeparti,1990-1994,1414,1991-10-01,No
Steffen Kjærulff-Schmidt,0,0.7071067811865476,Steffen Kjærulff-Schmidt,19911_M11_referat,19911,11,Referat af møde nr. 11 den 30. oktober 1991 kl. 13:00,30-10-1991,11796,1991-10-30T13:00:00Z,1991,Fremskridtspartiet,1990-1994,244,1991-10-01,No
Svend Auken,0,0.2721655269759087,Svend Auken,19911_M4_referat,19911,4,Referat af møde nr. 4 den 8. oktober 1991 kl. 13:00,08-10-1991,10719,1991-10-08T13:00:00Z,1991,Socialdemokratiet,1990-1994,596,1991-10-01,No
Svend Heiselberg,0.23866604361863136,0.2845310473660631,Svend Heiselberg,19911_M7_referat,19911,7,Referat af møde nr. 7 den 22. oktober 1991 kl. 13:00,22-10-1991,11247,1991-10-22T13:00:00Z,1991,Venstre,1990-1994,78,1991-10-01,Yes
Svend Taanquist,0,0.5,Taanquist,19911_M9_referat,19911,9,Referat af møde nr. 9 den 24. oktober 1991 kl. 10:00,24-10-1991,11472,1991-10-24T10:00:00Z,1991,Socialdemokratiet,1990-1994,272,1991-10-01,No
Svend Aage Jensen,0,0.5345224838248488,Svend Aage Jensen,19911_M11_referat,19911,11,Referat af møde nr. 11 den 30. oktober 1991 kl. 13:00,30-10-1991,11873,1991-10-30T13:00:00Z,1991,Centrum-Demokraterne,1990-1994,359,1991-10-01,No
Søren Riishøj,0,0.816496580927726,Riishøj,19911_M11_referat,19911,11,Referat af møde nr. 11 den 30. oktober 1991 kl. 13:00,30-10-1991,11774,1991-10-30T13:00:00Z,1991,Socialistisk Folkeparti,1990-1994,185,1991-10-01,No
Thor Pedersen,0,0.6324555320336759,Thor Pedersen,19911_M8_referat,19911,8,Referat af møde nr. 8 den 23. oktober 1991 kl. 13:00,23-10-1991,11357,1991-10-23T13:00:00Z,1991,Venstre,1990-1994,229,1991-10-01,Yes
Tom Behnke,0.07873222901373583,0.35797831675553604,Tom Behnke,19911_M12_referat,19911,12,Referat af møde nr. 12 den 31. oktober 1991 kl. 10:00,31-10-1991,11923,1991-10-31T10:00:00Z,1991,Fremskridtspartiet,1990-1994,574,1991-10-01,No
Tommy Dinesen,-0.023196928010032956,0.21292586040067427,Tommy Dinesen,19911_M9_referat,19911,9,Referat af møde nr. 9 den 24. oktober 1991 kl. 10:00,24-10-1991,11504,1991-10-24T10:00:00Z,1991,Socialistisk Folkeparti,1990-1994,292,1991-10-01,No
Torben Lund,0,0.5773502691896257,Torben Lund,19911_M3_referat,19911,3,Referat af møde nr. 3 den 3. oktober 1991 kl. 10:00,03-10-1991,10587,1991-10-03T10:00:00Z,1991,Socialdemokratiet,1990-1994,358,1991-10-01,No
Tove Lindbo Larsen,0,0.4714045207910317,Tove Lindbo Larsen,19911_M11_referat,19911,11,Referat af møde nr. 11 den 30. oktober 1991 kl. 13:00,30-10-1991,11720,1991-10-30T13:00:00Z,1991,Socialdemokratiet,1990-1994,209,1991-10-01,No
Uffe Ellemann-Jensen,0.3492097301179762,0.2265975182831756,Ellemann-Jensen,19911_M10_referat,19911,10,Referat af møde nr. 10 den 29. oktober 1991 kl. 13:00,29-10-1991,11630,1991-10-29T13:00:00Z,1991,Venstre,1990-1994,203,1991-10-01,Yes
Villy Søvndal,0,0.6324555320336759,Villy Søvndal,19911_M6_referat,19911,6,Referat af møde nr. 6 den 10. oktober 1991 kl. 10:00,10-10-1991,11044,1991-10-10T10:00:00Z,1991,Socialdemokratiet,1990-1994,199,1991-10-01,No
Aage Brusgaard,0,0.4714045207910317,Aage Brusgaard,19911_M8_referat,19911,8,Referat af møde nr. 8 den 23. oktober 1991 kl. 13:00,23-10-1991,11313,1991-10-23T13:00:00Z,1991,Fremskridtspartiet,1990-1994,500,1991-10-01,No
